interaction_id,hotel_id,channel,language,request_type,complexity,hotel_name,city,country,hotel_type,rooms,hotel_size_category,timestamp,day_of_week,hour_of_day,day_of_week_number,time_period,month_number,month_name,quarter
INT2025_10_0316,hotel_03,email,NO,info,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,22/10/2025 08:48,Wednesday,8,3,Morning,10,October,4
INT2025_10_0317,hotel_04,website_chat,EN,booking,complex,Northern Lights Resort,Tromsø,Norway,resort,120,Large,22/10/2025 09:32,Wednesday,9,3,Morning,10,October,4
INT2025_10_0318,hotel_05,email,NO,info,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,22/10/2025 10:16,Wednesday,10,3,Morning,10,October,4
INT2025_10_0319,hotel_06,website_chat,EN,info,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,22/10/2025 11:00,Wednesday,11,3,Morning,10,October,4
INT2025_10_0320,hotel_07,email,NO,info,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,22/10/2025 11:44,Wednesday,11,3,Morning,10,October,4
INT2025_10_0321,hotel_08,website_chat,EN,booking,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,22/10/2025 12:28,Wednesday,12,3,Afternoon,10,October,4
INT2025_10_0322,hotel_09,email,NO,info,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,22/10/2025 13:12,Wednesday,13,3,Afternoon,10,October,4
INT2025_10_0323,hotel_10,website_chat,EN,info,simple,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,22/10/2025 13:56,Wednesday,13,3,Afternoon,10,October,4
INT2025_10_0324,hotel_11,email,NO,info,simple,Ålesund View Hotel,Ålesund,Norway,city,100,Large,22/10/2025 14:40,Wednesday,14,3,Afternoon,10,October,4
INT2025_10_0325,hotel_12,website_chat,EN,booking,complex,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,22/10/2025 15:24,Wednesday,15,3,Afternoon,10,October,4
INT2025_10_0326,hotel_01,email,NO,info,simple,The Well,Sandvika,Norway,spa,231,Large,22/10/2025 16:08,Wednesday,16,3,Afternoon,10,October,4
INT2025_10_0327,hotel_02,website_chat,EN,info,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,22/10/2025 16:52,Wednesday,16,3,Afternoon,10,October,4
INT2025_10_0328,hotel_03,email,NO,info,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,22/10/2025 17:36,Wednesday,17,3,Afternoon,10,October,4
INT2025_10_0329,hotel_04,website_chat,EN,info,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,23/10/2025 07:22,Thursday,7,4,Morning,10,October,4
INT2025_10_0330,hotel_05,email,NO,info,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,23/10/2025 08:06,Thursday,8,4,Morning,10,October,4
INT2025_10_0331,hotel_06,website_chat,EN,booking,complex,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,23/10/2025 08:50,Thursday,8,4,Morning,10,October,4
INT2025_10_0332,hotel_07,email,NO,info,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,23/10/2025 09:34,Thursday,9,4,Morning,10,October,4
INT2025_10_0333,hotel_08,website_chat,EN,info,simple,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,23/10/2025 10:18,Thursday,10,4,Morning,10,October,4
INT2025_10_0334,hotel_09,email,NO,info,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,23/10/2025 11:02,Thursday,11,4,Morning,10,October,4
INT2025_10_0335,hotel_10,website_chat,EN,booking,complex,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,23/10/2025 11:46,Thursday,11,4,Morning,10,October,4
INT2025_10_0336,hotel_11,email,NO,info,simple,Ålesund View Hotel,Ålesund,Norway,city,100,Large,23/10/2025 12:30,Thursday,12,4,Afternoon,10,October,4
INT2025_10_0337,hotel_12,website_chat,EN,info,simple,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,23/10/2025 13:14,Thursday,13,4,Afternoon,10,October,4
INT2025_10_0338,hotel_01,email,NO,info,simple,The Well,Sandvika,Norway,spa,231,Large,23/10/2025 13:58,Thursday,13,4,Afternoon,10,October,4
INT2025_10_0339,hotel_02,website_chat,EN,booking,complex,Oslo City Hotel,Oslo,Norway,city,180,Large,23/10/2025 14:42,Thursday,14,4,Afternoon,10,October,4
INT2025_10_0340,hotel_03,email,NO,info,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,23/10/2025 15:26,Thursday,15,4,Afternoon,10,October,4
INT2025_10_0341,hotel_04,website_chat,EN,info,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,23/10/2025 16:10,Thursday,16,4,Afternoon,10,October,4
INT2025_10_0342,hotel_05,email,NO,info,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,23/10/2025 16:54,Thursday,16,4,Afternoon,10,October,4
INT2025_10_0343,hotel_06,website_chat,EN,booking,complex,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,23/10/2025 17:38,Thursday,17,4,Afternoon,10,October,4
INT2025_10_0344,hotel_07,email,NO,info,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,24/10/2025 07:24,Friday,7,5,Morning,10,October,4
INT2025_10_0345,hotel_08,website_chat,EN,info,simple,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,24/10/2025 08:08,Friday,8,5,Morning,10,October,4
INT2025_10_0346,hotel_09,email,NO,info,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,24/10/2025 08:52,Friday,8,5,Morning,10,October,4
INT2025_10_0347,hotel_10,website_chat,EN,booking,complex,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,24/10/2025 09:36,Friday,9,5,Morning,10,October,4
INT2025_10_0348,hotel_11,email,NO,info,simple,Ålesund View Hotel,Ålesund,Norway,city,100,Large,24/10/2025 10:20,Friday,10,5,Morning,10,October,4
INT2025_10_0349,hotel_12,website_chat,EN,info,simple,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,24/10/2025 11:04,Friday,11,5,Morning,10,October,4
INT2025_10_0350,hotel_01,email,NO,info,simple,The Well,Sandvika,Norway,spa,231,Large,24/10/2025 11:48,Friday,11,5,Morning,10,October,4
INT2025_10_0351,hotel_02,website_chat,EN,info,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,24/10/2025 12:32,Friday,12,5,Afternoon,10,October,4
INT2025_10_0352,hotel_03,email,NO,info,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,24/10/2025 13:16,Friday,13,5,Afternoon,10,October,4
INT2025_10_0353,hotel_04,website_chat,EN,booking,complex,Northern Lights Resort,Tromsø,Norway,resort,120,Large,24/10/2025 14:00,Friday,14,5,Afternoon,10,October,4
INT2025_10_0354,hotel_05,email,NO,info,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,24/10/2025 14:44,Friday,14,5,Afternoon,10,October,4
INT2025_10_0355,hotel_06,website_chat,EN,info,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,24/10/2025 15:28,Friday,15,5,Afternoon,10,October,4
INT2025_10_0356,hotel_07,email,NO,info,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,24/10/2025 16:12,Friday,16,5,Afternoon,10,October,4
INT2025_10_0357,hotel_08,website_chat,EN,booking,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,24/10/2025 16:56,Friday,16,5,Afternoon,10,October,4
INT2025_10_0358,hotel_09,email,NO,info,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,24/10/2025 17:40,Friday,17,5,Afternoon,10,October,4
INT2025_10_0359,hotel_10,website_chat,EN,info,simple,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,25/10/2025 07:26,Saturday,7,6,Morning,10,October,4
INT2025_10_0360,hotel_11,email,NO,info,simple,Ålesund View Hotel,Ålesund,Norway,city,100,Large,25/10/2025 08:10,Saturday,8,6,Morning,10,October,4
INT2025_10_0361,hotel_12,website_chat,EN,booking,complex,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,25/10/2025 08:54,Saturday,8,6,Morning,10,October,4
INT2025_10_0362,hotel_01,email,NO,info,simple,The Well,Sandvika,Norway,spa,231,Large,25/10/2025 09:38,Saturday,9,6,Morning,10,October,4
INT2025_10_0363,hotel_02,website_chat,EN,info,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,25/10/2025 10:22,Saturday,10,6,Morning,10,October,4
INT2025_10_0364,hotel_03,email,NO,info,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,25/10/2025 11:06,Saturday,11,6,Morning,10,October,4
INT2025_10_0365,hotel_04,website_chat,EN,booking,complex,Northern Lights Resort,Tromsø,Norway,resort,120,Large,25/10/2025 11:50,Saturday,11,6,Morning,10,October,4
INT2025_10_0366,hotel_05,email,NO,info,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,25/10/2025 12:34,Saturday,12,6,Afternoon,10,October,4
INT2025_10_0367,hotel_06,website_chat,EN,info,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,25/10/2025 13:18,Saturday,13,6,Afternoon,10,October,4
INT2025_10_0368,hotel_07,email,NO,info,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,25/10/2025 14:02,Saturday,14,6,Afternoon,10,October,4
INT2025_10_0369,hotel_08,website_chat,EN,booking,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,25/10/2025 14:46,Saturday,14,6,Afternoon,10,October,4
INT2025_10_0370,hotel_09,email,NO,info,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,25/10/2025 15:30,Saturday,15,6,Afternoon,10,October,4
INT2025_10_0371,hotel_10,website_chat,EN,info,simple,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,25/10/2025 16:14,Saturday,16,6,Afternoon,10,October,4
INT2025_10_0372,hotel_11,email,NO,info,simple,Ålesund View Hotel,Ålesund,Norway,city,100,Large,25/10/2025 16:58,Saturday,16,6,Afternoon,10,October,4
INT2025_10_0373,hotel_12,website_chat,EN,booking,complex,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,25/10/2025 17:42,Saturday,17,6,Afternoon,10,October,4
INT2025_10_0374,hotel_01,email,NO,info,simple,The Well,Sandvika,Norway,spa,231,Large,26/10/2025 07:28,Sunday,7,0,Morning,10,October,4
INT2025_10_0375,hotel_02,website_chat,EN,info,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,26/10/2025 08:12,Sunday,8,0,Morning,10,October,4
INT2025_10_0376,hotel_03,email,NO,info,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,26/10/2025 08:56,Sunday,8,0,Morning,10,October,4
INT2025_10_0377,hotel_04,website_chat,EN,info,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,26/10/2025 09:40,Sunday,9,0,Morning,10,October,4
INT2025_10_0378,hotel_05,email,NO,info,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,26/10/2025 10:24,Sunday,10,0,Morning,10,October,4
INT2025_10_0379,hotel_06,website_chat,EN,booking,complex,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,26/10/2025 11:08,Sunday,11,0,Morning,10,October,4
INT2025_10_0380,hotel_07,email,NO,info,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,26/10/2025 11:52,Sunday,11,0,Morning,10,October,4
INT2025_10_0381,hotel_08,website_chat,EN,info,simple,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,26/10/2025 12:36,Sunday,12,0,Afternoon,10,October,4
INT2025_10_0382,hotel_09,email,NO,info,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,26/10/2025 13:20,Sunday,13,0,Afternoon,10,October,4
INT2025_10_0383,hotel_10,website_chat,EN,booking,complex,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,26/10/2025 14:04,Sunday,14,0,Afternoon,10,October,4
INT2025_10_0384,hotel_11,email,NO,info,simple,Ålesund View Hotel,Ålesund,Norway,city,100,Large,26/10/2025 14:48,Sunday,14,0,Afternoon,10,October,4
INT2025_11_0001,hotel_02,email,NO,info,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,01/11/2025 07:08,Saturday,7,6,Morning,11,November,4
INT2025_11_0002,hotel_05,website_chat,EN,booking,complex,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,01/11/2025 07:52,Saturday,7,6,Morning,11,November,4
INT2025_11_0003,hotel_01,email,NO,info,simple,The Well,Sandvika,Norway,spa,231,Large,01/11/2025 08:36,Saturday,8,6,Morning,11,November,4
INT2025_11_0004,hotel_07,website_chat,EN,service_request,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,01/11/2025 09:20,Saturday,9,6,Morning,11,November,4
INT2025_11_0005,hotel_03,email,NO,info,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,01/11/2025 10:04,Saturday,10,6,Morning,11,November,4
INT2025_11_0006,hotel_09,website_chat,EN,booking,complex,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,01/11/2025 10:48,Saturday,10,6,Morning,11,November,4
INT2025_11_0007,hotel_04,email,NO,info,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,01/11/2025 11:32,Saturday,11,6,Morning,11,November,4
INT2025_11_0008,hotel_06,website_chat,EN,info,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,01/11/2025 12:16,Saturday,12,6,Afternoon,11,November,4
INT2025_11_0009,hotel_10,email,NO,info,simple,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,01/11/2025 13:00,Saturday,13,6,Afternoon,11,November,4
INT2025_11_0010,hotel_08,website_chat,EN,booking,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,01/11/2025 13:44,Saturday,13,6,Afternoon,11,November,4
INT2025_11_0011,hotel_02,email,NO,info,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,01/11/2025 14:28,Saturday,14,6,Afternoon,11,November,4
INT2025_11_0012,hotel_11,website_chat,EN,info,simple,Ålesund View Hotel,Ålesund,Norway,city,100,Large,01/11/2025 15:12,Saturday,15,6,Afternoon,11,November,4
INT2025_11_0013,hotel_12,email,NO,info,simple,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,01/11/2025 15:56,Saturday,15,6,Afternoon,11,November,4
INT2025_11_0014,hotel_01,website_chat,EN,booking,complex,The Well,Sandvika,Norway,spa,231,Large,01/11/2025 16:40,Saturday,16,6,Afternoon,11,November,4
INT2025_11_0015,hotel_03,email,NO,info,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,01/11/2025 17:24,Saturday,17,6,Afternoon,11,November,4
INT2025_11_0016,hotel_04,website_chat,EN,info,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,02/11/2025 07:10,Sunday,7,0,Morning,11,November,4
INT2025_11_0017,hotel_05,email,NO,info,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,02/11/2025 07:54,Sunday,7,0,Morning,11,November,4
INT2025_11_0018,hotel_06,website_chat,EN,booking,complex,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,02/11/2025 08:38,Sunday,8,0,Morning,11,November,4
INT2025_11_0019,hotel_07,email,NO,info,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,02/11/2025 09:22,Sunday,9,0,Morning,11,November,4
INT2025_11_0020,hotel_08,website_chat,EN,info,simple,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,02/11/2025 10:06,Sunday,10,0,Morning,11,November,4
INT2025_11_0021,hotel_09,email,NO,info,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,02/11/2025 10:50,Sunday,10,0,Morning,11,November,4
INT2025_11_0022,hotel_10,website_chat,EN,booking,complex,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,02/11/2025 11:34,Sunday,11,0,Morning,11,November,4
INT2025_11_0023,hotel_11,email,NO,info,simple,Ålesund View Hotel,Ålesund,Norway,city,100,Large,02/11/2025 12:18,Sunday,12,0,Afternoon,11,November,4
INT2025_11_0024,hotel_12,website_chat,EN,info,simple,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,02/11/2025 13:02,Sunday,13,0,Afternoon,11,November,4
INT2025_11_0025,hotel_01,email,NO,info,simple,The Well,Sandvika,Norway,spa,231,Large,02/11/2025 13:46,Sunday,13,0,Afternoon,11,November,4
INT2025_11_0026,hotel_02,website_chat,EN,booking,complex,Oslo City Hotel,Oslo,Norway,city,180,Large,02/11/2025 14:30,Sunday,14,0,Afternoon,11,November,4
INT2025_11_0027,hotel_03,email,NO,info,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,02/11/2025 15:14,Sunday,15,0,Afternoon,11,November,4
INT2025_11_0028,hotel_04,website_chat,EN,info,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,02/11/2025 15:58,Sunday,15,0,Afternoon,11,November,4
INT2025_11_0029,hotel_05,email,NO,info,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,02/11/2025 16:42,Sunday,16,0,Afternoon,11,November,4
INT2025_11_0030,hotel_06,website_chat,EN,booking,complex,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,03/11/2025 07:09,Monday,7,1,Morning,11,November,4
INT2025_11_0031,hotel_07,email,NO,info,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,03/11/2025 07:53,Monday,7,1,Morning,11,November,4
INT2025_11_0032,hotel_08,website_chat,EN,info,simple,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,03/11/2025 08:37,Monday,8,1,Morning,11,November,4
INT2025_11_0033,hotel_09,email,NO,info,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,03/11/2025 09:21,Monday,9,1,Morning,11,November,4
INT2025_11_0034,hotel_10,website_chat,EN,booking,complex,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,03/11/2025 10:05,Monday,10,1,Morning,11,November,4
INT2025_11_0035,hotel_11,email,NO,info,simple,Ålesund View Hotel,Ålesund,Norway,city,100,Large,03/11/2025 10:49,Monday,10,1,Morning,11,November,4
INT2025_11_0036,hotel_12,website_chat,EN,info,simple,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,03/11/2025 11:33,Monday,11,1,Morning,11,November,4
INT2025_11_0037,hotel_01,email,NO,info,simple,The Well,Sandvika,Norway,spa,231,Large,03/11/2025 12:17,Monday,12,1,Afternoon,11,November,4
INT2025_11_0038,hotel_02,website_chat,EN,service_request,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,03/11/2025 13:01,Monday,13,1,Afternoon,11,November,4
INT2025_11_0039,hotel_03,email,NO,info,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,03/11/2025 13:45,Monday,13,1,Afternoon,11,November,4
INT2025_11_0040,hotel_04,website_chat,EN,info,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,03/11/2025 14:29,Monday,14,1,Afternoon,11,November,4
INT2025_11_0041,hotel_05,email,NO,info,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,03/11/2025 15:13,Monday,15,1,Afternoon,11,November,4
INT2025_11_0042,hotel_06,website_chat,EN,booking,complex,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,03/11/2025 15:57,Monday,15,1,Afternoon,11,November,4
INT2025_11_0043,hotel_07,email,NO,info,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,03/11/2025 16:41,Monday,16,1,Afternoon,11,November,4
INT2025_11_0044,hotel_08,website_chat,EN,info,simple,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,03/11/2025 17:25,Monday,17,1,Afternoon,11,November,4
INT2025_11_0045,hotel_09,email,NO,info,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,04/11/2025 07:08,Tuesday,7,2,Morning,11,November,4
INT2025_11_0046,hotel_10,website_chat,EN,booking,complex,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,04/11/2025 07:52,Tuesday,7,2,Morning,11,November,4
INT2025_11_0047,hotel_11,email,NO,info,simple,Ålesund View Hotel,Ålesund,Norway,city,100,Large,04/11/2025 08:36,Tuesday,8,2,Morning,11,November,4
INT2025_11_0048,hotel_12,website_chat,EN,info,simple,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,04/11/2025 09:20,Tuesday,9,2,Morning,11,November,4
INT2025_11_0049,hotel_01,email,NO,info,simple,The Well,Sandvika,Norway,spa,231,Large,04/11/2025 10:04,Tuesday,10,2,Morning,11,November,4
INT2025_11_0050,hotel_02,website_chat,EN,booking,complex,Oslo City Hotel,Oslo,Norway,city,180,Large,04/11/2025 10:48,Tuesday,10,2,Morning,11,November,4
INT2025_11_0051,hotel_03,email,NO,info,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,04/11/2025 11:32,Tuesday,11,2,Morning,11,November,4
INT2025_11_0052,hotel_04,website_chat,EN,info,simple,Northern Lights Resort,Tromsø,Norway,resort,120,Large,04/11/2025 12:16,Tuesday,12,2,Afternoon,11,November,4
INT2025_11_0053,hotel_05,email,NO,info,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,04/11/2025 13:00,Tuesday,13,2,Afternoon,11,November,4
INT2025_11_0054,hotel_06,website_chat,EN,booking,complex,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,04/11/2025 13:44,Tuesday,13,2,Afternoon,11,November,4
INT2025_11_0055,hotel_07,email,NO,info,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,04/11/2025 14:28,Tuesday,14,2,Afternoon,11,November,4
INT2025_11_0056,hotel_08,website_chat,EN,info,simple,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,04/11/2025 15:12,Tuesday,15,2,Afternoon,11,November,4
INT2025_11_0057,hotel_09,email,NO,info,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,04/11/2025 15:56,Tuesday,15,2,Afternoon,11,November,4
INT2025_11_0058,hotel_10,website_chat,EN,booking,complex,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,04/11/2025 16:40,Tuesday,16,2,Afternoon,11,November,4
INT2025_11_0059,hotel_11,email,NO,info,simple,Ålesund View Hotel,Ålesund,Norway,city,100,Large,04/11/2025 17:24,Tuesday,17,2,Afternoon,11,November,4
INT2025_11_0060,hotel_12,website_chat,EN,booking,complex,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,05/11/2025 07:10,Wednesday,7,3,Morning,11,November,4
INT2025_11_0061,hotel_01,email,NO,info,simple,The Well,Sandvika,Norway,spa,231,Large,05/11/2025 07:54,Wednesday,7,3,Morning,11,November,4
INT2025_11_0062,hotel_02,website_chat,EN,info,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,05/11/2025 08:38,Wednesday,8,3,Morning,11,November,4
INT2025_11_0063,hotel_03,email,NO,info,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,05/11/2025 09:22,Wednesday,9,3,Morning,11,November,4
INT2025_11_0064,hotel_04,website_chat,EN,booking,complex,Northern Lights Resort,Tromsø,Norway,resort,120,Large,05/11/2025 10:06,Wednesday,10,3,Morning,11,November,4
INT2025_11_0065,hotel_05,email,NO,info,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,05/11/2025 10:50,Wednesday,10,3,Morning,11,November,4
INT2025_11_0066,hotel_06,website_chat,EN,info,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,05/11/2025 11:34,Wednesday,11,3,Morning,11,November,4
INT2025_11_0067,hotel_07,email,NO,info,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,05/11/2025 12:18,Wednesday,12,3,Afternoon,11,November,4
INT2025_11_0068,hotel_08,website_chat,EN,booking,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,05/11/2025 13:02,Wednesday,13,3,Afternoon,11,November,4
INT2025_11_0069,hotel_09,email,NO,info,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,05/11/2025 13:46,Wednesday,13,3,Afternoon,11,November,4
INT2025_11_0070,hotel_10,website_chat,EN,info,simple,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,05/11/2025 14:30,Wednesday,14,3,Afternoon,11,November,4
INT2025_11_0071,hotel_11,email,NO,info,simple,Ålesund View Hotel,Ålesund,Norway,city,100,Large,05/11/2025 15:14,Wednesday,15,3,Afternoon,11,November,4
INT2025_11_0072,hotel_12,website_chat,EN,booking,complex,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,05/11/2025 15:58,Wednesday,15,3,Afternoon,11,November,4
INT2025_11_0073,hotel_01,email,NO,info,simple,The Well,Sandvika,Norway,spa,231,Large,05/11/2025 16:42,Wednesday,16,3,Afternoon,11,November,4
INT2025_11_0074,hotel_02,website_chat,EN,info,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,05/11/2025 17:26,Wednesday,17,3,Afternoon,11,November,4
INT2025_11_0075,hotel_03,email,NO,info,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,06/11/2025 07:12,Thursday,7,4,Morning,11,November,4
INT2025_11_0076,hotel_04,website_chat,EN,booking,complex,Northern Lights Resort,Tromsø,Norway,resort,120,Large,06/11/2025 07:56,Thursday,7,4,Morning,11,November,4
INT2025_11_0077,hotel_05,email,NO,info,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,06/11/2025 08:40,Thursday,8,4,Morning,11,November,4
INT2025_11_0078,hotel_06,website_chat,EN,info,simple,Arctic Comfort Hotel,Bodø,Norway,city,110,Large,06/11/2025 09:24,Thursday,9,4,Morning,11,November,4
INT2025_11_0079,hotel_07,email,NO,info,simple,Trondheim Central Hotel,Trondheim,Norway,city,140,Large,06/11/2025 10:08,Thursday,10,4,Morning,11,November,4
INT2025_11_0080,hotel_08,website_chat,EN,booking,complex,Stavanger Seaside Hotel,Stavanger,Norway,resort,130,Large,06/11/2025 10:52,Thursday,10,4,Morning,11,November,4
INT2025_11_0081,hotel_09,email,NO,info,simple,Lillehammer Mountain Lodge,Lillehammer,Norway,resort,85,Small,06/11/2025 11:36,Thursday,11,4,Morning,11,November,4
INT2025_11_0082,hotel_10,website_chat,EN,info,simple,Kristiansand Beach Hotel,Kristiansand,Norway,resort,150,Large,06/11/2025 12:20,Thursday,12,4,Afternoon,11,November,4
INT2025_11_0083,hotel_11,email,NO,info,simple,Ålesund View Hotel,Ålesund,Norway,city,100,Large,06/11/2025 13:04,Thursday,13,4,Afternoon,11,November,4
INT2025_11_0084,hotel_12,website_chat,EN,booking,complex,Geilo Alpine Resort,Geilo,Norway,resort,170,Large,06/11/2025 13:48,Thursday,13,4,Afternoon,11,November,4
INT2025_11_0085,hotel_01,email,NO,info,simple,The Well,Sandvika,Norway,spa,231,Large,06/11/2025 14:32,Thursday,14,4,Afternoon,11,November,4
INT2025_11_0086,hotel_02,website_chat,EN,info,simple,Oslo City Hotel,Oslo,Norway,city,180,Large,06/11/2025 15:16,Thursday,15,4,Afternoon,11,November,4
INT2025_11_0087,hotel_03,email,NO,info,simple,Fjord Spa Hotel,Flåm,Norway,spa,95,Small,06/11/2025 16:00,Thursday,16,4,Afternoon,11,November,4
INT2025_11_0088,hotel_04,website_chat,EN,booking,complex,Northern Lights Resort,Tromsø,Norway,resort,120,Large,06/11/2025 16:44,Thursday,16,4,Afternoon,11,November,4
INT2025_11_0089,hotel_05,email,NO,info,simple,Bergen Harbor Hotel,Bergen,Norway,city,160,Large,06/11/2025 17:28,Thursday,17,4,Afternoon,11,November,4
