"interaction_id","timestamp","hotel_id","channel","language","request_type","complexity","hotel_name","city","country","hotel_type","rooms","handled_by","response_time_s","resolved"
"INT2025_02_0212","2025-02-24 08:35:00","hotel_09","email","N/A","service_request","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",360,"TRUE"
"INT2025_02_0220","2025-02-28 16:35:00","hotel_10","instagram","N/A","service_request","medium","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"AI",23,"TRUE"
"INT2025_02_0246","2025-02-13 12:55:00","hotel_05","facebook","N/A","service_request","simple","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",58,"TRUE"
"INT2025_03_0027","2025-03-16 14:03:00","hotel_12","facebook","N/A","technical_issue","medium","Geilo Alpine Resort","Geilo","Norway","resort",170,"AI",45,"TRUE"
"INT2025_03_0035","2025-03-20 11:58:00","hotel_07","instagram","N/A","spa_reservation","complex","Trondheim Central Hotel","Trondheim","Norway","city",140,"Human",320,"TRUE"
"INT2025_03_0043","2025-03-24 09:53:00","hotel_12","website_chat","N/A","service_request","medium","Geilo Alpine Resort","Geilo","Norway","resort",170,"Human",430,"TRUE"
"INT2025_03_0046","2025-03-25 12:59:00","hotel_07","facebook","N/A","check_in","medium","Trondheim Central Hotel","Trondheim","Norway","city",140,"AI",9,"TRUE"
"INT2025_03_0053","2025-03-29 09:48:00","hotel_09","website_chat","N/A","spa_reservation","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",470,"FALSE"
"INT2025_03_0056","2025-03-30 12:53:00","hotel_12","facebook","N/A","booking","complex","Geilo Alpine Resort","Geilo","Norway","resort",170,"AI",10,"TRUE"
"INT2025_03_0062","2025-03-02 08:48:00","hotel_03","email","N/A","technical_issue","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"AI",37,"TRUE"
"INT2025_03_0065","2025-03-04 11:53:00","hotel_11","instagram","N/A","check_out","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"Human",310,"TRUE"
"INT2025_03_0068","2025-03-05 14:58:00","hotel_08","website_chat","N/A","check_in","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"Human",390,"TRUE"
"INT2025_03_0080","2025-03-11 16:43:00","hotel_09","instagram","N/A","check_in","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",380,"TRUE"
"INT2025_03_0083","2025-03-13 09:48:00","hotel_12","website_chat","N/A","complaint","complex","Geilo Alpine Resort","Geilo","Norway","resort",170,"Human",430,"TRUE"
"INT2025_03_0086","2025-03-14 12:53:00","hotel_05","facebook","N/A","service_request","complex","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",12,"TRUE"
"INT2025_03_0089","2025-03-16 15:28:00","hotel_03","website_chat","N/A","info","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"AI",19,"TRUE"
"INT2025_03_0092","2025-03-17 08:48:00","hotel_11","email","N/A","complaint","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"AI",38,"TRUE"
"INT2025_03_0095","2025-03-19 11:53:00","hotel_08","instagram","N/A","spa_reservation","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"Human",600,"FALSE"
"INT2025_03_0107","2025-03-25 13:38:00","hotel_09","email","N/A","booking","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",59,"TRUE"
"INT2025_03_0113","2025-03-28 09:48:00","hotel_05","website_chat","N/A","technical_issue","complex","Bergen Harbor Hotel","Bergen","Norway","city",160,"Human",300,"TRUE"
"INT2025_03_0116","2025-03-29 12:53:00","hotel_03","facebook","N/A","booking","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"AI",10,"TRUE"
"INT2025_03_0122","2025-03-01 08:48:00","hotel_08","email","N/A","technical_issue","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"AI",37,"TRUE"
"INT2025_03_0125","2025-03-03 11:53:00","hotel_07","instagram","N/A","booking","complex","Trondheim Central Hotel","Trondheim","Norway","city",140,"Human",320,"TRUE"
"INT2025_03_0128","2025-03-04 14:58:00","hotel_10","website_chat","N/A","service_request","complex","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"Human",380,"TRUE"
"INT2025_03_0131","2025-03-06 07:27:00","hotel_06","facebook","N/A","check_out","complex","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"AI",24,"TRUE"
"INT2025_03_0134","2025-03-07 10:33:00","hotel_02","website_chat","N/A","complaint","complex","Oslo City Hotel","Oslo","Norway","city",180,"AI",16,"TRUE"
"INT2025_03_0137","2025-03-09 13:38:00","hotel_04","email","N/A","service_request","complex","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"AI",55,"TRUE"
"INT2025_03_0140","2025-03-10 16:43:00","hotel_07","instagram","N/A","info","complex","Trondheim Central Hotel","Trondheim","Norway","city",140,"Human",370,"TRUE"
"INT2025_03_0146","2025-03-13 12:53:00","hotel_09","facebook","N/A","spa_reservation","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",13,"TRUE"
"INT2025_03_0149","2025-03-15 15:28:00","hotel_12","website_chat","N/A","info","complex","Geilo Alpine Resort","Geilo","Norway","resort",170,"AI",20,"TRUE"
"INT2025_03_0152","2025-03-16 08:48:00","hotel_05","email","N/A","check_out","complex","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",38,"TRUE"
"INT2025_03_0155","2025-03-18 11:53:00","hotel_03","instagram","N/A","spa_reservation","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"Human",340,"TRUE"
"INT2025_03_0167","2025-03-24 13:38:00","hotel_10","email","N/A","booking","complex","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"AI",60,"TRUE"
"INT2025_03_0176","2025-03-28 12:53:00","hotel_04","facebook","N/A","check_out","complex","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"AI",13,"TRUE"
"INT2025_03_0179","2025-03-30 15:28:00","hotel_05","website_chat","N/A","service_request","complex","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",21,"TRUE"
"INT2025_03_0185","2025-03-02 11:53:00","hotel_09","instagram","N/A","complaint","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",600,"FALSE"
"INT2025_03_0191","2025-03-05 07:27:00","hotel_05","facebook","N/A","info","complex","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",24,"TRUE"
"INT2025_03_0194","2025-03-06 10:33:00","hotel_10","website_chat","N/A","complaint","complex","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"AI",16,"TRUE"
"INT2025_03_0197","2025-03-08 13:38:00","hotel_06","email","N/A","spa_reservation","complex","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"AI",61,"TRUE"
"INT2025_03_0200","2025-03-09 16:43:00","hotel_02","instagram","N/A","info","complex","Oslo City Hotel","Oslo","Norway","city",180,"Human",360,"TRUE"
"INT2025_03_0206","2025-03-12 12:53:00","hotel_07","facebook","N/A","spa_reservation","complex","Trondheim Central Hotel","Trondheim","Norway","city",140,"AI",13,"TRUE"
"INT2025_03_0215","2025-03-17 11:53:00","hotel_12","instagram","N/A","technical_issue","complex","Geilo Alpine Resort","Geilo","Norway","resort",170,"AI",12,"TRUE"
"INT2025_03_0221","2025-03-20 07:27:00","hotel_03","facebook","N/A","service_request","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"AI","","NULL"
"INT2025_03_0224","2025-03-21 10:33:00","hotel_11","website_chat","N/A","check_out","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"Human",420,"FALSE"
"INT2025_03_0227","2025-03-23 13:38:00","hotel_08","email","N/A","check_in","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"Human",450,"TRUE"
"INT2025_03_0230","2025-03-24 16:43:00","hotel_04","instagram","N/A","service_request","complex","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"AI",24,"TRUE"
"INT2025_03_0239","2025-03-29 15:28:00","hotel_09","website_chat","N/A","spa_reservation","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",410,"TRUE"
"INT2025_03_0242","2025-03-30 08:48:00","hotel_12","email","N/A","info","complex","Geilo Alpine Resort","Geilo","Norway","resort",170,"Human",450,"TRUE"
"INT2025_03_0251","2025-03-04 07:27:00","hotel_11","facebook","N/A","booking","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"AI",45,"TRUE"
"INT2025_03_0257","2025-03-07 13:38:00","hotel_07","email","N/A","technical_issue","complex","Trondheim Central Hotel","Trondheim","Norway","city",140,"Human",460,"FALSE"
"INT2025_03_0260","2025-03-08 16:43:00","hotel_10","instagram","N/A","booking","complex","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"AI",15,"TRUE"
"INT2025_03_0266","2025-03-11 12:53:00","hotel_02","facebook","N/A","check_in","complex","Oslo City Hotel","Oslo","Norway","city",180,"AI",44,"TRUE"
"INT2025_03_0269","2025-03-13 15:28:00","hotel_12","website_chat","N/A","check_out","complex","Geilo Alpine Resort","Geilo","Norway","resort",170,"Human",300,"TRUE"
"INT2025_03_0275","2025-03-16 11:53:00","hotel_03","instagram","N/A","info","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"AI",26,"TRUE"
"INT2025_03_0050","2025-03-27 16:38:00","hotel_unknown","instagram","N/A","check_out","complex","","","","","","Human",450,"FALSE"
"INT2025_03_0071","2025-03-07 07:27:00","hotel_unknown","facebook","N/A","technical_issue","complex","","","","","","AI",22,"TRUE"
"INT2025_03_0077","2025-03-10 13:38:00","hotel_unknown","email","N/A","service_request","complex","","","","","","AI",60,"TRUE"
"INT2025_03_0110","2025-03-26 16:43:00","hotel_12","instagram","N/A","service_request","complex","Geilo Alpine Resort","Geilo","Norway","resort",170,"Human",400,"TRUE"
"INT2025_03_0104","2025-03-23 10:33:00","hotel_unknown","website_chat","N/A","spa_reservation","complex","","","","","","AI",15,"TRUE"
"INT2025_03_0119","2025-03-31 15:28:00","hotel_11","website_chat","N/A","service_request","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"AI",16,"TRUE"
"INT2025_03_0039","2025-03-22 15:17:00","hotel_09","website_chat","N/A","complaint","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",17,"TRUE"
"INT2025_03_0158","2025-03-19 14:58:00","hotel_11","website_chat","N/A","check_in","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"Human",400,"TRUE"
"INT2025_03_0173","2025-03-27 09:48:00","hotel_02","website_chat","N/A","technical_issue","complex","Oslo City Hotel","Oslo","Norway","city",180,"Human",480,"FALSE"
"INT2025_03_0188","2025-03-03 14:58:00","hotel_12","website_chat","N/A","service_request","complex","Geilo Alpine Resort","Geilo","Norway","resort",170,"Human",410,"TRUE"
"INT2025_03_0203","2025-03-11 09:48:00","hotel_04","website_chat","N/A","check_in","complex","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"Human",430,"TRUE"
"INT2025_03_0233","2025-03-26 09:48:00","hotel_05","website_chat","N/A","info","complex","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",16,"TRUE"
"INT2025_03_0248","2025-03-02 14:58:00","hotel_03","website_chat","N/A","spa_reservation","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"AI",22,"TRUE"
"INT2025_03_0263","2025-03-10 09:48:00","hotel_06","website_chat","N/A","service_request","complex","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"AI",21,"TRUE"
"INT2025_03_0161","2025-03-21 07:27:00","hotel_08","facebook","N/A","service_request","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"AI",25,"TRUE"
"INT2025_03_0170","2025-03-25 16:43:00","hotel_06","instagram","N/A","service_request","complex","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"Human",440,"TRUE"
"INT2025_03_0212","2025-03-15 08:48:00","hotel_09","email","N/A","service_request","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",360,"TRUE"
"INT2025_03_0254","2025-03-05 10:33:00","hotel_08","website_chat","N/A","service_request","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"Human",600,"FALSE"
"INT2025_03_0059","2025-03-01 15:28:00","hotel_05","website_chat","N/A","service_request","complex","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",19,"TRUE"
"INT2025_03_0281","2025-03-19 07:27:00","hotel_08","facebook","N/A","spa_reservation","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"AI",64,"TRUE"
"INT2025_04_0012","2025-04-08 09:03:00","hotel_12","email","N/A","booking","complex","Geilo Alpine Resort","Geilo","Norway","resort",170,"AI",24,"TRUE"
"INT2025_04_0019","2025-04-12 15:15:00","hotel_06","instagram","N/A","booking","medium","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"AI",14,"TRUE"
"INT2025_04_0022","2025-04-13 08:30:00","hotel_09","facebook","N/A","info","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",32,"TRUE"
"INT2025_04_0025","2025-04-15 11:35:00","hotel_07","instagram","N/A","service_request","complex","Trondheim Central Hotel","Trondheim","Norway","city",140,"Human",310,"TRUE"
"INT2025_04_0028","2025-04-16 14:45:00","hotel_08","email","N/A","info","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"Human",360,"TRUE"
"INT2025_04_0036","2025-04-20 12:38:00","hotel_05","facebook","N/A","technical_issue","simple","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",10,"TRUE"
"INT2025_04_0042","2025-04-23 08:44:00","hotel_08","email","N/A","booking","simple","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"AI",36,"TRUE"
"INT2025_04_0048","2025-04-26 14:54:00","hotel_10","website_chat","N/A","complaint","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"AI",50,"TRUE"
"INT2025_04_0066","2025-04-05 13:15:00","hotel_09","facebook","N/A","complaint","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",310,"TRUE"
"INT2025_04_0072","2025-04-08 08:50:00","hotel_05","email","N/A","info","simple","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",25,"TRUE"
"INT2025_04_0075","2025-04-10 11:55:00","hotel_10","instagram","N/A","check_out","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"AI",17,"TRUE"
"INT2025_04_0081","2025-04-13 07:25:00","hotel_02","facebook","N/A","info","simple","Oslo City Hotel","Oslo","Norway","city",180,"Human",390,"TRUE"
"INT2025_04_0096","2025-04-20 13:15:00","hotel_12","facebook","N/A","technical_issue","simple","Geilo Alpine Resort","Geilo","Norway","resort",170,"Human",360,"TRUE"
"INT2025_04_0099","2025-04-22 15:40:00","hotel_05","website_chat","N/A","booking","simple","Bergen Harbor Hotel","Bergen","Norway","city",160,"Human",450,"TRUE"
"INT2025_04_0105","2025-04-25 11:55:00","hotel_06","instagram","N/A","technical_issue","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"AI",24,"TRUE"
"INT2025_04_0111","2025-04-28 07:25:00","hotel_04","facebook","N/A","service_request","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"AI",18,"TRUE"
"INT2025_04_0126","2025-04-05 13:15:00","hotel_05","facebook","N/A","complaint","simple","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",11,"TRUE"
"INT2025_04_0132","2025-04-08 08:50:00","hotel_11","email","N/A","info","simple","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"AI",39,"TRUE"
"INT2025_04_0135","2025-04-10 11:55:00","hotel_08","instagram","N/A","check_in","simple","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"Human",310,"TRUE"
"INT2025_04_0141","2025-04-13 07:25:00","hotel_10","facebook","N/A","booking","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"AI",26,"TRUE"
"INT2025_04_0147","2025-04-16 14:15:00","hotel_02","email","N/A","technical_issue","simple","Oslo City Hotel","Oslo","Norway","city",180,"AI",13,"TRUE"
"INT2025_04_0159","2025-04-22 15:40:00","hotel_09","website_chat","N/A","booking","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",500,"FALSE"
"INT2025_04_0162","2025-04-23 08:50:00","hotel_12","email","N/A","service_request","simple","Geilo Alpine Resort","Geilo","Norway","resort",170,"AI",27,"TRUE"
"INT2025_04_0165","2025-04-25 11:55:00","hotel_05","instagram","N/A","check_out","simple","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",18,"TRUE"
"INT2025_04_0174","2025-04-29 11:10:00","hotel_08","website_chat","N/A","info","simple","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"Human",450,"TRUE"
"INT2025_04_0177","2025-04-01 14:15:00","hotel_07","email","N/A","complaint","simple","Trondheim Central Hotel","Trondheim","Norway","city",140,"AI",23,"TRUE"
"INT2025_04_0180","2025-04-02 16:20:00","hotel_10","instagram","N/A","spa_reservation","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"AI",17,"TRUE"
"INT2025_04_0186","2025-04-05 13:15:00","hotel_02","facebook","N/A","check_out","simple","Oslo City Hotel","Oslo","Norway","city",180,"Human",360,"TRUE"
"INT2025_04_0189","2025-04-07 15:40:00","hotel_04","website_chat","N/A","spa_reservation","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"Human",430,"TRUE"
"INT2025_04_0192","2025-04-08 08:50:00","hotel_07","email","N/A","check_in","simple","Trondheim Central Hotel","Trondheim","Norway","city",140,"AI",16,"TRUE"
"INT2025_03_0290","2025-03-23 16:43:00","hotel_unknown","instagram","N/A","technical_issue","complex","","","","","","AI",31,"TRUE"
"INT2025_03_0287","2025-03-22 13:38:00","hotel_05","email","N/A","service_request","complex","Bergen Harbor Hotel","Bergen","Norway","city",160,"Human",430,"TRUE"
"INT2025_04_0063","2025-04-04 10:10:00","hotel_unknown","website_chat","N/A","info","simple","","","","","","AI",38,"TRUE"
"INT2025_04_0090","2025-04-17 16:20:00","hotel_unknown","instagram","N/A","check_in","simple","","","","","","AI",16,"TRUE"
"INT2025_04_0117","2025-04-01 14:15:00","hotel_unknown","email","N/A","complaint","simple","","","","","","AI",44,"TRUE"
"INT2025_04_0150","2025-04-17 16:20:00","hotel_unknown","instagram","N/A","booking","simple","","","","","","AI",20,"TRUE"
"INT2025_04_0156","2025-04-20 13:15:00","hotel_unknown","facebook","N/A","technical_issue","simple","","","","","","Human",340,"TRUE"
"INT2025_04_0171","2025-04-28 07:25:00","hotel_unknown","facebook","N/A","service_request","simple","","","","","","Human",390,"TRUE"
"INT2025_03_0293","2025-03-25 09:48:00","hotel_09","website_chat","N/A","booking","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",20,"TRUE"
"INT2025_04_0039","2025-04-22 15:24:00","hotel_09","website_chat","N/A","complaint","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",17,"TRUE"
"INT2025_04_0054","2025-04-29 11:10:00","hotel_02","website_chat","N/A","technical_issue","simple","Oslo City Hotel","Oslo","Norway","city",180,"Human",420,"TRUE"
"INT2025_04_0069","2025-04-07 15:40:00","hotel_12","website_chat","N/A","service_request","simple","Geilo Alpine Resort","Geilo","Norway","resort",170,"Human",400,"TRUE"
"INT2025_04_0078","2025-04-11 15:00:00","hotel_06","website_chat","N/A","spa_reservation","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"AI",60,"TRUE"
"INT2025_04_0084","2025-04-14 11:10:00","hotel_04","website_chat","N/A","check_out","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"Human",450,"TRUE"
"INT2025_03_0296","2025-03-26 12:53:00","hotel_12","facebook","N/A","service_request","complex","Geilo Alpine Resort","Geilo","Norway","resort",170,"AI",65,"TRUE"
"INT2025_04_0032","2025-04-18 09:04:00","hotel_10","email","N/A","service_request","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"AI",35,"TRUE"
"INT2025_04_0051","2025-04-28 07:23:00","hotel_06","facebook","N/A","service_request","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"Human",450,"FALSE"
"INT2025_04_0102","2025-04-23 08:50:00","hotel_10","email","N/A","service_request","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"AI",15,"TRUE"
"INT2025_04_0144","2025-04-14 11:10:00","hotel_06","website_chat","N/A","service_request","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"AI",17,"TRUE"
"INT2025_04_0201","2025-04-13 07:25:00","hotel_08","facebook","N/A","booking","simple","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"Human",320,"TRUE"
"INT2025_04_0207","2025-04-16 14:15:00","hotel_10","email","N/A","technical_issue","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"AI",30,"TRUE"
"INT2025_04_0210","2025-04-17 16:20:00","hotel_06","instagram","N/A","check_out","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"AI",22,"TRUE"
"INT2025_04_0216","2025-04-20 13:15:00","hotel_04","facebook","N/A","check_in","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"AI",18,"TRUE"
"INT2025_04_0231","2025-04-28 07:25:00","hotel_07","facebook","N/A","spa_reservation","simple","Trondheim Central Hotel","Trondheim","Norway","city",140,"AI",44,"TRUE"
"INT2025_04_0234","2025-04-29 11:10:00","hotel_10","website_chat","N/A","booking","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"Human",450,"FALSE"
"INT2025_04_0240","2025-04-02 16:20:00","hotel_02","instagram","N/A","technical_issue","simple","Oslo City Hotel","Oslo","Norway","city",180,"AI",46,"TRUE"
"INT2025_04_0261","2025-04-13 07:25:00","hotel_03","facebook","N/A","complaint","simple","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"AI",23,"TRUE"
"INT2025_04_0264","2025-04-14 11:10:00","hotel_11","website_chat","N/A","spa_reservation","simple","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"Human",390,"TRUE"
"INT2025_04_0267","2025-04-16 14:15:00","hotel_08","email","N/A","info","simple","Stavanger Seaside Hotel","Stavanger","Norway","resort",130,"AI",18,"TRUE"
"INT2025_04_0270","2025-04-17 16:20:00","hotel_04","instagram","N/A","complaint","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"AI",29,"TRUE"
"INT2025_04_0294","2025-04-29 11:10:00","hotel_02","website_chat","N/A","check_out","simple","Oslo City Hotel","Oslo","Norway","city",180,"Human",380,"TRUE"
"INT2025_04_0297","2025-04-01 14:15:00","hotel_04","email","N/A","service_request","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"AI",60,"TRUE"
"INT2025_04_0300","2025-04-02 16:20:00","hotel_05","instagram","N/A","info","simple","Bergen Harbor Hotel","Bergen","Norway","city",160,"Human",450,"TRUE"
"INT2025_04_0306","2025-04-05 13:15:00","hotel_09","facebook","N/A","spa_reservation","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",62,"TRUE"
"INT2025_04_0315","2025-04-10 11:55:00","hotel_03","instagram","N/A","technical_issue","simple","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"Human",420,"TRUE"
"INT2025_04_0327","2025-04-16 14:15:00","hotel_05","email","N/A","booking","simple","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",24,"TRUE"
"INT2025_04_0336","2025-04-20 13:15:00","hotel_12","facebook","N/A","complaint","simple","Geilo Alpine Resort","Geilo","Norway","resort",170,"AI",70,"TRUE"
"INT2025_04_0339","2025-04-22 15:40:00","hotel_07","website_chat","N/A","spa_reservation","simple","Trondheim Central Hotel","Trondheim","Norway","city",140,"Human",520,"FALSE"
"INT2025_04_0342","2025-04-23 08:50:00","hotel_10","email","N/A","info","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"Human",360,"TRUE"
"INT2025_04_0345","2025-04-25 11:55:00","hotel_06","instagram","N/A","check_out","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"AI",72,"TRUE"
"INT2025_04_0351","2025-04-28 07:25:00","hotel_04","facebook","N/A","booking","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"Human",300,"TRUE"
"INT2025_04_0360","2025-04-02 16:20:00","hotel_09","instagram","N/A","booking","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",380,"TRUE"
"INT2025_04_0369","2025-04-07 15:40:00","hotel_03","website_chat","N/A","check_out","simple","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"Human",320,"TRUE"
"INT2025_05_0319","2025-05-24 13:42:00","hotel_02","website_chat","N/A","info","simple","Oslo City Hotel","Oslo","Norway","city",180,"Human",520,"FALSE"
"INT2025_06_0146","2025-06-10 15:10:00","hotel_02","website_chat","N/A","info","simple","Oslo City Hotel","Oslo","Norway","city",180,"Human",450,"TRUE"
"INT2025_04_0195","2025-04-10 11:55:00","hotel_03","instagram","N/A","service_request","simple","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95,"AI",25,"TRUE"
"INT2025_07_0016","2025-07-10 13:06:00","hotel_10","email","N/A","info","complex","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150,"AI",46,"TRUE"
"INT2025_07_0040","2025-07-22 16:46:00","hotel_02","instagram","N/A","info","medium","Oslo City Hotel","Oslo","Norway","city",180,"AI",34,"TRUE"
"INT2025_04_0249","2025-04-07 15:40:00","hotel_unknown","website_chat","N/A","technical_issue","simple","","","","","","AI",48,"TRUE"
"INT2025_04_0198","2025-04-11 15:00:00","hotel_11","website_chat","N/A","technical_issue","simple","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"AI",49,"TRUE"
"INT2025_04_0213","2025-04-19 10:10:00","hotel_02","website_chat","N/A","service_request","simple","Oslo City Hotel","Oslo","Norway","city",180,"Human",360,"TRUE"
"INT2025_04_0228","2025-04-26 15:00:00","hotel_12","website_chat","N/A","complaint","simple","Geilo Alpine Resort","Geilo","Norway","resort",170,"Human",320,"TRUE"
"INT2025_04_0243","2025-04-04 10:10:00","hotel_04","website_chat","N/A","booking","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120,"Human",520,"FALSE"
"INT2025_04_0318","2025-04-11 15:00:00","hotel_11","website_chat","N/A","booking","simple","Ã…lesund View Hotel","Ã…lesund","Norway","city",100,"AI",28,"TRUE"
"INT2025_04_0333","2025-04-19 10:10:00","hotel_09","website_chat","N/A","check_out","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",330,"TRUE"
"INT2025_04_0348","2025-04-26 15:00:00","hotel_02","website_chat","N/A","spa_reservation","simple","Oslo City Hotel","Oslo","Norway","city",180,"Human",430,"TRUE"
"INT2025_04_0237","2025-04-01 14:15:00","hotel_06","email","N/A","service_request","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110,"Human",360,"TRUE"
"INT2025_04_0246","2025-04-05 13:15:00","hotel_05","facebook","N/A","service_request","simple","Bergen Harbor Hotel","Bergen","Norway","city",160,"Human",380,"TRUE"
"INT2025_04_0279","2025-04-22 15:40:00","hotel_09","website_chat","N/A","service_request","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"AI",33,"TRUE"
"INT2025_04_0354","2025-04-29 11:10:00","hotel_05","website_chat","N/A","service_request","simple","Bergen Harbor Hotel","Bergen","Norway","city",160,"AI",75,"TRUE"
"INT2025_04_0204","2025-04-14 11:10:00","hotel_09","website_chat","N/A","service_request","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85,"Human",520,"FALSE"
